"","X","month","Month","year","count","trt","repro","proportion","species"
"162",270,5,"May",2013,1,"control",1,1,"PE"
"163",273,5,"May",2016,1,"control",1,1,"PE"
"164",275,5,"May",2018,1,"control",1,1,"PE"
"165",276,6,"Jun",1982,1,"control",1,1,"PE"
"166",277,6,"Jun",1985,1,"control",1,1,"PE"
"167",278,6,"Jun",1987,2,"control",1,0.5,"PE"
"168",280,6,"Jun",1989,1,"control",1,1,"PE"
"169",282,6,"Jun",1996,1,"control",1,1,"PE"
"170",285,6,"Jun",2012,1,"control",1,1,"PE"
"171",286,6,"Jun",2014,1,"control",1,1,"PE"
"172",288,6,"Jun",2018,1,"control",1,1,"PE"
"173",291,7,"Jul",1985,1,"control",1,1,"PE"
"174",294,7,"Jul",2002,1,"control",1,1,"PE"
"175",297,7,"Jul",2012,1,"control",1,1,"PE"
"176",298,7,"Jul",2015,1,"control",1,1,"PE"
"177",301,8,"Aug",1982,1,"control",1,1,"PE"
"178",307,8,"Aug",2015,3,"control",1,0.333333333333333,"PE"
"179",308,8,"Aug",2017,1,"control",1,1,"PE"
"180",310,9,"Sept",1985,1,"control",1,1,"PE"
"181",313,9,"Sept",2001,1,"control",1,1,"PE"
"182",315,9,"Sept",2005,1,"control",1,1,"PE"
"183",316,9,"Sept",2012,1,"control",1,1,"PE"
"184",317,9,"Sept",2015,3,"control",1,0.333333333333333,"PE"
"185",320,10,"Oct",1981,1,"control",1,1,"PE"
"186",322,10,"Oct",1987,3,"control",1,0.333333333333333,"PE"
"187",324,10,"Oct",1989,1,"control",1,1,"PE"
"188",329,10,"Oct",2011,1,"control",1,1,"PE"
"189",333,10,"Oct",2019,1,"control",1,1,"PE"
"190",334,11,"Nov",1981,2,"control",1,0.5,"PE"
"191",335,11,"Nov",1985,3,"control",1,0.333333333333333,"PE"
"192",336,11,"Nov",1987,7,"control",1,0.142857142857143,"PE"
"193",338,11,"Nov",1989,1,"control",1,1,"PE"
"194",339,11,"Nov",1991,1,"control",1,1,"PE"
"195",340,11,"Nov",1996,1,"control",1,1,"PE"
"196",341,11,"Nov",2001,1,"control",1,1,"PE"
"197",344,11,"Nov",2005,1,"control",1,1,"PE"
"198",345,11,"Nov",2006,1,"control",1,1,"PE"
"199",347,11,"Nov",2008,2,"control",1,0.5,"PE"
"200",349,11,"Nov",2014,1,"control",1,1,"PE"
"201",353,12,"Dec",1980,1,"control",1,1,"PE"
"202",354,12,"Dec",1983,1,"control",1,1,"PE"
"203",356,12,"Dec",1985,2,"control",1,0.5,"PE"
"204",357,12,"Dec",1988,1,"control",1,1,"PE"
"205",358,12,"Dec",1989,3,"control",1,0.333333333333333,"PE"
"206",359,12,"Dec",1991,2,"control",1,0.5,"PE"
"207",361,12,"Dec",2002,2,"control",1,0.5,"PE"
"208",365,12,"Dec",2006,1,"control",1,1,"PE"
"209",2,1,"Jan",2000,4,"exclosure",1,0.25,"PP"
"210",8,1,"Jan",2015,5,"exclosure",1,0.2,"PP"
"211",11,2,"Feb",2000,4,"exclosure",1,0.25,"PP"
"212",19,2,"Feb",2015,7,"exclosure",1,0.142857142857143,"PP"
"213",22,3,"Mar",1992,2,"exclosure",1,0.5,"PP"
"214",23,3,"Mar",1996,4,"exclosure",1,0.25,"PP"
"215",27,3,"Mar",2003,5,"exclosure",1,0.2,"PP"
"216",28,3,"Mar",2005,3,"exclosure",1,0.333333333333333,"PP"
"217",33,3,"Mar",2010,2,"exclosure",1,0.5,"PP"
"218",35,3,"Mar",2012,6,"exclosure",1,0.166666666666667,"PP"
"219",45,4,"Apr",1986,1,"exclosure",1,1,"PP"
"220",46,4,"Apr",1987,2,"exclosure",1,0.5,"PP"
"221",48,4,"Apr",1990,3,"exclosure",1,0.333333333333333,"PP"
"222",52,4,"Apr",1995,2,"exclosure",1,0.5,"PP"
"223",57,4,"Apr",2001,1,"exclosure",1,1,"PP"
"224",76,5,"May",1984,1,"exclosure",1,1,"PP"
"225",77,5,"May",1985,1,"exclosure",1,1,"PP"
"226",78,5,"May",1986,1,"exclosure",1,1,"PP"
"227",79,5,"May",1988,2,"exclosure",1,0.5,"PP"
"228",80,5,"May",1989,1,"exclosure",1,1,"PP"
"229",81,5,"May",1990,1,"exclosure",1,1,"PP"
"230",84,5,"May",1993,1,"exclosure",1,1,"PP"
"231",85,5,"May",1994,2,"exclosure",1,0.5,"PP"
"232",89,5,"May",1999,7,"exclosure",1,0.142857142857143,"PP"
"233",93,5,"May",2004,2,"exclosure",1,0.5,"PP"
"234",110,6,"Jun",1985,1,"exclosure",1,1,"PP"
"235",111,6,"Jun",1986,3,"exclosure",1,0.333333333333333,"PP"
"236",122,6,"Jun",2001,1,"exclosure",1,1,"PP"
"237",142,7,"Jul",1984,1,"exclosure",1,1,"PP"
"238",143,7,"Jul",1985,2,"exclosure",1,0.5,"PP"
"239",148,7,"Jul",1990,4,"exclosure",1,0.25,"PP"
"240",152,7,"Jul",1994,3,"exclosure",1,0.333333333333333,"PP"
"241",162,7,"Jul",2005,5,"exclosure",1,0.2,"PP"
"242",165,7,"Jul",2008,10,"exclosure",1,0.1,"PP"
"243",180,8,"Aug",1984,1,"exclosure",1,1,"PP"
"244",182,8,"Aug",1986,3,"exclosure",1,0.333333333333333,"PP"
"245",195,8,"Aug",2003,13,"exclosure",1,0.0769230769230769,"PP"
"246",200,8,"Aug",2008,11,"exclosure",1,0.0909090909090909,"PP"
"247",203,8,"Aug",2012,68,"exclosure",1,0.0147058823529412,"PP"
"248",214,9,"Sept",1986,3,"exclosure",1,0.333333333333333,"PP"
"249",218,9,"Sept",1990,3,"exclosure",1,0.333333333333333,"PP"
"250",221,9,"Sept",1993,5,"exclosure",1,0.2,"PP"
"251",224,9,"Sept",1996,12,"exclosure",1,0.0833333333333333,"PP"
"252",232,9,"Sept",2004,9,"exclosure",1,0.111111111111111,"PP"
"253",233,9,"Sept",2005,30,"exclosure",1,0.0333333333333333,"PP"
"254",235,9,"Sept",2007,19,"exclosure",1,0.0526315789473684,"PP"
"255",248,10,"Oct",1979,1,"exclosure",1,1,"PP"
"256",255,10,"Oct",1994,6,"exclosure",1,0.166666666666667,"PP"
"257",256,10,"Oct",1995,18,"exclosure",1,0.0555555555555556,"PP"
"258",260,10,"Oct",2000,3,"exclosure",1,0.333333333333333,"PP"
"259",261,10,"Oct",2001,4,"exclosure",1,0.25,"PP"
"260",271,10,"Oct",2014,24,"exclosure",1,0.0416666666666667,"PP"
"261",283,11,"Nov",2002,2,"exclosure",1,0.5,"PP"
"262",291,11,"Nov",2013,23,"exclosure",1,0.0434782608695652,"PP"
"263",297,12,"Dec",1985,1,"exclosure",1,1,"PP"
"264",299,12,"Dec",1995,12,"exclosure",1,0.0833333333333333,"PP"
"265",321,2,"Feb",2002,1,"control",1,1,"PP"
"266",327,3,"Mar",1984,1,"control",1,1,"PP"
"267",329,3,"Mar",2000,6,"control",1,0.166666666666667,"PP"
"268",332,3,"Mar",2003,8,"control",1,0.125,"PP"
"269",334,3,"Mar",2006,5,"control",1,0.2,"PP"
"270",346,4,"Apr",1982,3,"control",1,0.333333333333333,"PP"
"271",350,4,"Apr",1987,1,"control",1,1,"PP"
"272",353,4,"Apr",1994,1,"control",1,1,"PP"
"273",365,4,"Apr",2009,12,"control",1,0.0833333333333333,"PP"
"274",375,4,"Apr",2019,7,"control",1,0.142857142857143,"PP"
"275",377,5,"May",1980,1,"control",1,1,"PP"
"276",380,5,"May",1983,3,"control",1,0.333333333333333,"PP"
"277",385,5,"May",1993,1,"control",1,1,"PP"
"278",410,6,"Jun",1981,3,"control",1,0.333333333333333,"PP"
"279",412,6,"Jun",1983,2,"control",1,0.5,"PP"
"280",414,6,"Jun",1988,1,"control",1,1,"PP"
"281",415,6,"Jun",1991,1,"control",1,1,"PP"
"282",416,6,"Jun",1993,2,"control",1,0.5,"PP"
"283",442,7,"Jul",1982,3,"control",1,0.333333333333333,"PP"
"284",447,7,"Jul",1988,1,"control",1,1,"PP"
"285",476,8,"Aug",1980,2,"control",1,0.5,"PP"
"286",479,8,"Aug",1984,2,"control",1,0.5,"PP"
"287",480,8,"Aug",1985,2,"control",1,0.5,"PP"
"288",482,8,"Aug",1987,2,"control",1,0.5,"PP"
"289",485,8,"Aug",1992,4,"control",1,0.25,"PP"
"290",486,8,"Aug",1993,1,"control",1,1,"PP"
"291",493,8,"Aug",2003,18,"control",1,0.0555555555555556,"PP"
"292",497,8,"Aug",2007,22,"control",1,0.0454545454545455,"PP"
"293",501,8,"Aug",2012,76,"control",1,0.0131578947368421,"PP"
"294",514,9,"Sept",1985,2,"control",1,0.5,"PP"
"295",515,9,"Sept",1986,2,"control",1,0.5,"PP"
"296",540,9,"Sept",2014,48,"control",1,0.0208333333333333,"PP"
"297",544,9,"Sept",2018,10,"control",1,0.1,"PP"
"298",546,10,"Oct",1978,1,"control",1,1,"PP"
"299",555,10,"Oct",1995,15,"control",1,0.0666666666666667,"PP"
"300",558,10,"Oct",2001,3,"control",1,0.333333333333333,"PP"
"301",569,10,"Oct",2015,31,"control",1,0.032258064516129,"PP"
"302",582,11,"Nov",2010,10,"control",1,0.1,"PP"
"303",590,12,"Dec",1999,6,"control",1,0.166666666666667,"PP"
"304",8,1,"Jan",1995,4,"exclosure",1,0.25,"PF"
"305",13,2,"Feb",1981,1,"exclosure",1,1,"PF"
"306",17,2,"Feb",1994,5,"exclosure",1,0.2,"PF"
"307",27,3,"Mar",1980,3,"exclosure",1,0.333333333333333,"PF"
"308",32,3,"Mar",1992,3,"exclosure",1,0.333333333333333,"PF"
"309",34,3,"Mar",1994,1,"exclosure",1,1,"PF"
"310",38,3,"Mar",2003,4,"exclosure",1,0.25,"PF"
"311",42,3,"Mar",2012,1,"exclosure",1,1,"PF"
"312",43,3,"Mar",2013,2,"exclosure",1,0.5,"PF"
"313",44,3,"Mar",2014,1,"exclosure",1,1,"PF"
"314",45,3,"Mar",2015,1,"exclosure",1,1,"PF"
"315",46,4,"Apr",1980,1,"exclosure",1,1,"PF"
"316",49,4,"Apr",1983,2,"exclosure",1,0.5,"PF"
"317",51,4,"Apr",1990,1,"exclosure",1,1,"PF"
"318",52,4,"Apr",1992,2,"exclosure",1,0.5,"PF"
"319",53,4,"Apr",1993,2,"exclosure",1,0.5,"PF"
"320",58,4,"Apr",2001,1,"exclosure",1,1,"PF"
"321",61,4,"Apr",2009,2,"exclosure",1,0.5,"PF"
"322",62,4,"Apr",2012,1,"exclosure",1,1,"PF"
"323",63,4,"Apr",2013,1,"exclosure",1,1,"PF"
"324",66,4,"Apr",2017,1,"exclosure",1,1,"PF"
"325",68,5,"May",1980,2,"exclosure",1,0.5,"PF"
"326",69,5,"May",1982,2,"exclosure",1,0.5,"PF"
"327",74,5,"May",1993,1,"exclosure",1,1,"PF"
"328",75,5,"May",1994,2,"exclosure",1,0.5,"PF"
"329",79,5,"May",2001,1,"exclosure",1,1,"PF"
"330",80,5,"May",2002,1,"exclosure",1,1,"PF"
"331",87,5,"May",2015,1,"exclosure",1,1,"PF"
"332",90,6,"Jun",1983,2,"exclosure",1,0.5,"PF"
"333",93,6,"Jun",1994,1,"exclosure",1,1,"PF"
"334",98,6,"Jun",2001,2,"exclosure",1,0.5,"PF"
"335",100,6,"Jun",2004,1,"exclosure",1,1,"PF"
"336",101,6,"Jun",2006,1,"exclosure",1,1,"PF"
"337",102,6,"Jun",2007,2,"exclosure",1,0.5,"PF"
"338",104,6,"Jun",2009,3,"exclosure",1,0.333333333333333,"PF"
"339",108,7,"Jul",1979,1,"exclosure",1,1,"PF"
"340",109,7,"Jul",1980,1,"exclosure",1,1,"PF"
"341",111,7,"Jul",1983,2,"exclosure",1,0.5,"PF"
"342",116,7,"Jul",1994,2,"exclosure",1,0.5,"PF"
"343",122,7,"Jul",2004,1,"exclosure",1,1,"PF"
"344",129,7,"Jul",2016,2,"exclosure",1,0.5,"PF"
"345",130,8,"Aug",1980,2,"exclosure",1,0.5,"PF"
"346",133,8,"Aug",1990,2,"exclosure",1,0.5,"PF"
"347",134,8,"Aug",1991,1,"exclosure",1,1,"PF"
"348",141,8,"Aug",2001,2,"exclosure",1,0.5,"PF"
"349",144,8,"Aug",2008,1,"exclosure",1,1,"PF"
"350",147,8,"Aug",2016,2,"exclosure",1,0.5,"PF"
"351",149,9,"Sept",1979,1,"exclosure",1,1,"PF"
"352",153,9,"Sept",1989,1,"exclosure",1,1,"PF"
"353",156,9,"Sept",1992,3,"exclosure",1,0.333333333333333,"PF"
"354",173,10,"Oct",1993,3,"exclosure",1,0.333333333333333,"PF"
"355",178,10,"Oct",2001,2,"exclosure",1,0.5,"PF"
"356",189,11,"Nov",1990,2,"exclosure",1,0.5,"PF"
"357",190,11,"Nov",1991,10,"exclosure",1,0.1,"PF"
"358",193,11,"Nov",1996,6,"exclosure",1,0.166666666666667,"PF"
"359",197,11,"Nov",2015,3,"exclosure",1,0.333333333333333,"PF"
"360",201,12,"Dec",1990,2,"exclosure",1,0.5,"PF"
"361",206,12,"Dec",1996,5,"exclosure",1,0.2,"PF"
"362",210,1,"Jan",1980,2,"control",1,0.5,"PF"
"363",211,1,"Jan",1981,1,"control",1,1,"PF"
"364",212,1,"Jan",1982,1,"control",1,1,"PF"
"365",214,1,"Jan",1996,2,"control",1,0.5,"PF"
"366",218,2,"Feb",1982,1,"control",1,1,"PF"
"367",222,2,"Feb",2003,1,"control",1,1,"PF"
"368",224,3,"Mar",1978,2,"control",1,0.5,"PF"
"369",226,3,"Mar",1980,5,"control",1,0.2,"PF"
"370",227,3,"Mar",1981,1,"control",1,1,"PF"
"371",229,3,"Mar",1983,3,"control",1,0.333333333333333,"PF"
"372",230,3,"Mar",1993,2,"control",1,0.5,"PF"
"373",232,3,"Mar",1996,1,"control",1,1,"PF"
"374",235,3,"Mar",2003,1,"control",1,1,"PF"
"375",238,3,"Mar",2009,1,"control",1,1,"PF"
"376",239,3,"Mar",2012,1,"control",1,1,"PF"
"377",240,3,"Mar",2013,1,"control",1,1,"PF"
"378",242,4,"Apr",1980,1,"control",1,1,"PF"
"379",244,4,"Apr",1983,4,"control",1,0.25,"PF"
"380",246,4,"Apr",1992,1,"control",1,1,"PF"
"381",250,4,"Apr",1997,2,"control",1,0.5,"PF"
"382",251,4,"Apr",2001,2,"control",1,0.5,"PF"
"383",252,4,"Apr",2002,1,"control",1,1,"PF"
"384",255,4,"Apr",2011,1,"control",1,1,"PF"
"385",256,4,"Apr",2015,1,"control",1,1,"PF"
"386",257,5,"May",1978,1,"control",1,1,"PF"
"387",258,5,"May",1980,1,"control",1,1,"PF"
"388",259,5,"May",1981,1,"control",1,1,"PF"
"389",260,5,"May",1983,1,"control",1,1,"PF"
"390",262,5,"May",1998,1,"control",1,1,"PF"
"391",264,5,"May",2006,1,"control",1,1,"PF"
"392",267,5,"May",2009,2,"control",1,0.5,"PF"
"393",271,6,"Jun",1981,1,"control",1,1,"PF"
"394",272,6,"Jun",1982,1,"control",1,1,"PF"
"395",275,6,"Jun",1995,1,"control",1,1,"PF"
"396",277,6,"Jun",1997,2,"control",1,0.5,"PF"
"397",278,6,"Jun",2003,1,"control",1,1,"PF"
"398",284,7,"Jul",1979,4,"control",1,0.25,"PF"
"399",289,7,"Jul",1993,2,"control",1,0.5,"PF"
"400",291,7,"Jul",1996,5,"control",1,0.2,"PF"
"401",292,7,"Jul",1997,8,"control",1,0.125,"PF"
"402",294,7,"Jul",2002,1,"control",1,1,"PF"
"403",296,7,"Jul",2006,1,"control",1,1,"PF"
"404",300,8,"Aug",1977,4,"control",1,0.25,"PF"
"405",302,8,"Aug",1980,1,"control",1,1,"PF"
"406",304,8,"Aug",1983,3,"control",1,0.333333333333333,"PF"
"407",305,8,"Aug",1991,1,"control",1,1,"PF"
"408",306,8,"Aug",1992,1,"control",1,1,"PF"
"409",309,8,"Aug",1995,1,"control",1,1,"PF"
"410",310,8,"Aug",2001,2,"control",1,0.5,"PF"
"411",313,8,"Aug",2015,1,"control",1,1,"PF"
"412",323,9,"Sept",2001,1,"control",1,1,"PF"
"413",326,10,"Oct",1980,3,"control",1,0.333333333333333,"PF"
"414",327,10,"Oct",1981,3,"control",1,0.333333333333333,"PF"
"415",328,10,"Oct",1982,2,"control",1,0.5,"PF"
"416",330,10,"Oct",1989,1,"control",1,1,"PF"
"417",335,10,"Oct",1996,4,"control",1,0.25,"PF"
"418",336,10,"Oct",2001,3,"control",1,0.333333333333333,"PF"
"419",337,10,"Oct",2002,1,"control",1,1,"PF"
"420",341,10,"Oct",2011,1,"control",1,1,"PF"
"421",342,11,"Nov",1977,5,"control",1,0.2,"PF"
"422",346,11,"Nov",1982,5,"control",1,0.2,"PF"
"423",348,11,"Nov",1989,1,"control",1,1,"PF"
"424",352,11,"Nov",2002,1,"control",1,1,"PF"
"425",356,11,"Nov",2010,1,"control",1,1,"PF"
"426",1,1,"Jan",1983,2,"exclosure",1,0.5,"PM"
"427",5,1,"Jan",1996,1,"exclosure",1,1,"PM"
"428",6,1,"Jan",1998,3,"exclosure",1,0.333333333333333,"PM"
"429",8,1,"Jan",2001,1,"exclosure",1,1,"PM"
"430",11,2,"Feb",1979,1,"exclosure",1,1,"PM"
"431",13,2,"Feb",1984,1,"exclosure",1,1,"PM"
"432",14,2,"Feb",1987,4,"exclosure",1,0.25,"PM"
