"","month","Month","year","count","trt","repro","proportion","species"
"285",4,"Apr",2006,7,"control",6,0.857142857142857,"PB"
"286",4,"Apr",2007,23,"control",15,0.652173913043478,"PB"
"287",4,"Apr",2008,16,"control",NA,NA,"PB"
"288",4,"Apr",2009,5,"control",1,0.2,"PB"
"289",4,"Apr",2012,2,"control",1,0.5,"PB"
"290",4,"Apr",2015,2,"control",2,1,"PB"
"291",5,"May",1998,3,"control",2,0.666666666666667,"PB"
"292",5,"May",1999,6,"control",3,0.5,"PB"
"293",5,"May",2001,3,"control",1,0.333333333333333,"PB"
"294",5,"May",2002,14,"control",8,0.571428571428571,"PB"
"295",5,"May",2003,45,"control",21,0.466666666666667,"PB"
"296",5,"May",2004,5,"control",2,0.4,"PB"
"297",5,"May",2005,5,"control",4,0.8,"PB"
"298",5,"May",2006,7,"control",4,0.571428571428571,"PB"
"299",5,"May",2007,36,"control",19,0.527777777777778,"PB"
"300",5,"May",2008,15,"control",4,0.266666666666667,"PB"
"301",5,"May",2009,5,"control",3,0.6,"PB"
"302",5,"May",2013,2,"control",NA,NA,"PB"
"303",5,"May",2014,2,"control",NA,NA,"PB"
"304",5,"May",2015,2,"control",2,1,"PB"
"305",6,"Jun",1997,3,"control",1,0.333333333333333,"PB"
"306",6,"Jun",1998,1,"control",NA,NA,"PB"
"307",6,"Jun",1999,3,"control",1,0.333333333333333,"PB"
"308",6,"Jun",2000,12,"control",11,0.916666666666667,"PB"
"309",6,"Jun",2001,2,"control",NA,NA,"PB"
"310",6,"Jun",2002,11,"control",7,0.636363636363636,"PB"
"311",6,"Jun",2003,19,"control",3,0.157894736842105,"PB"
"312",6,"Jun",2004,8,"control",4,0.5,"PB"
"313",6,"Jun",2005,9,"control",6,0.666666666666667,"PB"
"314",6,"Jun",2006,2,"control",2,1,"PB"
"315",6,"Jun",2007,51,"control",13,0.254901960784314,"PB"
"316",6,"Jun",2008,26,"control",2,0.0769230769230769,"PB"
"317",6,"Jun",2009,8,"control",3,0.375,"PB"
"318",6,"Jun",2012,2,"control",1,0.5,"PB"
"319",6,"Jun",2014,2,"control",1,0.5,"PB"
"320",6,"Jun",2015,2,"control",1,0.5,"PB"
"321",7,"Jul",1996,1,"control",NA,NA,"PB"
"322",7,"Jul",1997,7,"control",NA,NA,"PB"
"323",7,"Jul",1998,7,"control",2,0.285714285714286,"PB"
"324",7,"Jul",2000,28,"control",20,0.714285714285714,"PB"
"325",7,"Jul",2001,6,"control",3,0.5,"PB"
"326",7,"Jul",2002,14,"control",5,0.357142857142857,"PB"
"327",7,"Jul",2003,21,"control",1,0.0476190476190476,"PB"
"328",7,"Jul",2004,11,"control",3,0.272727272727273,"PB"
"329",7,"Jul",2005,9,"control",3,0.333333333333333,"PB"
"330",7,"Jul",2006,10,"control",5,0.5,"PB"
"331",7,"Jul",2007,43,"control",3,0.0697674418604651,"PB"
"332",7,"Jul",2008,5,"control",NA,NA,"PB"
"333",7,"Jul",2009,4,"control",NA,NA,"PB"
"334",7,"Jul",2010,2,"control",1,0.5,"PB"
"335",7,"Jul",2011,1,"control",NA,NA,"PB"
"336",7,"Jul",2012,7,"control",NA,NA,"PB"
"337",7,"Jul",2013,2,"control",NA,NA,"PB"
"338",7,"Jul",2015,2,"control",NA,NA,"PB"
"339",8,"Aug",1998,5,"control",NA,NA,"PB"
"340",8,"Aug",2000,11,"control",7,0.636363636363636,"PB"
"341",8,"Aug",2001,11,"control",2,0.181818181818182,"PB"
"342",8,"Aug",2003,19,"control",2,0.105263157894737,"PB"
"343",8,"Aug",2004,7,"control",NA,NA,"PB"
"344",8,"Aug",2005,15,"control",3,0.2,"PB"
"345",8,"Aug",2006,1,"control",1,1,"PB"
"346",8,"Aug",2007,24,"control",NA,NA,"PB"
"347",8,"Aug",2008,8,"control",NA,NA,"PB"
"348",8,"Aug",2009,4,"control",NA,NA,"PB"
"349",8,"Aug",2014,4,"control",NA,NA,"PB"
"350",8,"Aug",2015,3,"control",NA,NA,"PB"
"351",9,"Sept",1996,1,"control",NA,NA,"PB"
"352",9,"Sept",1997,5,"control",NA,NA,"PB"
"353",9,"Sept",1998,2,"control",NA,NA,"PB"
"354",9,"Sept",1999,1,"control",1,1,"PB"
"355",9,"Sept",2000,3,"control",NA,NA,"PB"
"356",9,"Sept",2001,13,"control",1,0.0769230769230769,"PB"
"357",9,"Sept",2002,5,"control",3,0.6,"PB"
"358",9,"Sept",2003,16,"control",NA,NA,"PB"
"359",9,"Sept",2004,9,"control",2,0.222222222222222,"PB"
"360",9,"Sept",2005,33,"control",1,0.0303030303030303,"PB"
"361",9,"Sept",2006,2,"control",1,0.5,"PB"
"362",9,"Sept",2007,37,"control",2,0.0540540540540541,"PB"
"363",9,"Sept",2008,6,"control",NA,NA,"PB"
"364",9,"Sept",2009,1,"control",NA,NA,"PB"
"365",9,"Sept",2012,2,"control",NA,NA,"PB"
"366",9,"Sept",2013,1,"control",NA,NA,"PB"
"367",9,"Sept",2014,4,"control",NA,NA,"PB"
"368",9,"Sept",2015,2,"control",NA,NA,"PB"
"369",9,"Sept",2019,1,"control",NA,NA,"PB"
"370",10,"Oct",1997,4,"control",NA,NA,"PB"
"371",10,"Oct",1998,4,"control",NA,NA,"PB"
"372",10,"Oct",1999,3,"control",1,0.333333333333333,"PB"
"373",10,"Oct",2000,6,"control",NA,NA,"PB"
"374",10,"Oct",2001,15,"control",NA,NA,"PB"
"375",10,"Oct",2002,16,"control",9,0.5625,"PB"
"376",10,"Oct",2003,13,"control",NA,NA,"PB"
"377",10,"Oct",2004,13,"control",3,0.230769230769231,"PB"
"378",10,"Oct",2005,7,"control",NA,NA,"PB"
"379",10,"Oct",2006,9,"control",6,0.666666666666667,"PB"
"380",10,"Oct",2007,31,"control",NA,NA,"PB"
"381",10,"Oct",2008,6,"control",NA,NA,"PB"
"382",10,"Oct",2009,1,"control",NA,NA,"PB"
"383",10,"Oct",2011,2,"control",NA,NA,"PB"
"384",10,"Oct",2012,2,"control",NA,NA,"PB"
"385",10,"Oct",2014,2,"control",NA,NA,"PB"
"386",10,"Oct",2015,3,"control",NA,NA,"PB"
"387",10,"Oct",2019,3,"control",NA,NA,"PB"
"388",11,"Nov",1997,2,"control",NA,NA,"PB"
"389",11,"Nov",1998,3,"control",NA,NA,"PB"
"390",11,"Nov",1999,4,"control",4,1,"PB"
"391",11,"Nov",2000,3,"control",1,0.333333333333333,"PB"
"392",11,"Nov",2001,15,"control",NA,NA,"PB"
"393",11,"Nov",2002,19,"control",7,0.368421052631579,"PB"
"394",11,"Nov",2003,9,"control",NA,NA,"PB"
"395",11,"Nov",2004,12,"control",NA,NA,"PB"
"396",11,"Nov",2005,19,"control",NA,NA,"PB"
"397",11,"Nov",2006,11,"control",2,0.181818181818182,"PB"
"398",11,"Nov",2007,27,"control",NA,NA,"PB"
"399",11,"Nov",2008,6,"control",NA,NA,"PB"
"400",11,"Nov",2009,1,"control",NA,NA,"PB"
"401",11,"Nov",2013,2,"control",NA,NA,"PB"
"402",11,"Nov",2014,3,"control",1,0.333333333333333,"PB"
"403",11,"Nov",2015,1,"control",NA,NA,"PB"
"404",11,"Nov",2019,2,"control",NA,NA,"PB"
"405",12,"Dec",1996,1,"control",NA,NA,"PB"
"406",12,"Dec",1997,2,"control",NA,NA,"PB"
"407",12,"Dec",1998,2,"control",NA,NA,"PB"
"408",12,"Dec",1999,3,"control",2,0.666666666666667,"PB"
"409",12,"Dec",2000,3,"control",NA,NA,"PB"
"410",12,"Dec",2001,4,"control",NA,NA,"PB"
"411",12,"Dec",2002,32,"control",6,0.1875,"PB"
"412",12,"Dec",2003,9,"control",NA,NA,"PB"
"413",12,"Dec",2004,12,"control",NA,NA,"PB"
"414",12,"Dec",2005,15,"control",NA,NA,"PB"
"415",12,"Dec",2006,13,"control",2,0.153846153846154,"PB"
"416",12,"Dec",2007,18,"control",NA,NA,"PB"
"417",12,"Dec",2008,5,"control",NA,NA,"PB"
"418",12,"Dec",2009,1,"control",NA,NA,"PB"
"419",12,"Dec",2011,1,"control",NA,NA,"PB"
"420",12,"Dec",2013,1,"control",NA,NA,"PB"
"421",12,"Dec",2014,2,"control",NA,NA,"PB"
